KEY,en,notes,sp,fr,de,it,pt-br,zh
AREA_UNLOCK_SEWERS,你现在可以冒险进入下水道！,,¡Ya puedes explorar las alcantarillas!,Vous pouvez désormais vous rendre dans les Égouts !,Du kannst jetzt in die Kanalisation aufbrechen!,Ora puoi avventurarti nelle Fogne!,Agora você pode se aventurar no Esgoto!,你現在可以冒險進入下水道！
AREA_UNLOCK_JUNKYARD,你现在可以冒险进入垃圾场！,,¡Ya puedes explorar el desguace!,Vous pouvez désormais vous rendre dans la Décharge !,Du kannst jetzt zum Schrottplatz aufbrechen!,Ora puoi avventurarti nella Discarica!,Agora você pode se aventurar no Ferro-Velho!,你現在可以冒險進入垃圾場！
AREA_UNLOCK_CAVES,你现在可以冒险进入洞穴！,,¡Ya puedes explorar las cuevas!,Vous pouvez désormais vous rendre dans les Grottes !,Du kannst jetzt in die Höhlen aufbrechen!,Ora puoi avventurarti nelle Caverne!,Agora você pode se aventurar nas Cavernas!,你現在可以冒險進入洞穴！
AREA_UNLOCK_BONEYARD,你现在可以冒险进入骨场！,,¡Ya puedes explorar el cementerio!,Vous pouvez désormais vous rendre au Cimetière !,Du kannst jetzt zum Friedhof aufbrechen!,Ora puoi avventurarti nel Cimitero!,Agora você pode se aventurar no Cemitério!,你現在可以冒險進入骨場！
AREA_UNLOCK_DESERT,你现在可以冒险进入沙漠！,,¡Ya puedes explorar el desierto!,Vous pouvez désormais vous rendre dans le Désert !,Du kannst jetzt in die Wüste aufbrechen!,Ora puoi avventurarti nel Deserto!,Agora você pode se aventurar no Deserto!,你現在可以冒險進入沙漠！
AREA_UNLOCK_CRATER,你现在可以冒险进入陨石坑！,,¡Ya puedes explorar el cráter!,Vous pouvez désormais vous rendre dans le Cratère !,Du kannst jetzt zum Krater aufbrechen!,Ora puoi avventurarti nel Cratere!,Agora você pode se aventurar na Cratera!,你現在可以冒險進入隕石坑！
AREA_UNLOCK_BUNKER,你现在可以冒险进入地堡！,,¡Ya puedes explorar el búnker!,Vous pouvez désormais vous rendre dans le Bunker !,Du kannst jetzt zum Bunker aufbrechen!,Ora puoi avventurarti nel Bunker!,Agora você pode se aventurar no Bunker!,你現在可以冒險進入地堡！
AREA_UNLOCK_CORE,你现在可以冒险进入核心！,,¡Ya puedes explorar el núcleo!,Vous pouvez désormais vous rendre dans le Noyau !,Du kannst jetzt zum Kern aufbrechen!,Ora puoi avventurarti nel Nucleo!,Agora você pode se aventurar no Núcleo!,你現在可以冒險進入核心！
AREA_UNLOCK_MOON,你现在可以冒险进入月球！,,¡Ya puedes explorar la luna!,Vous pouvez désormais vous rendre sur la Lune !,Du kannst jetzt zum Mond aufbrechen!,Ora puoi avventurarti sulla Luna!,Agora você pode se aventurar na Lua!,你現在可以冒險進入月球！
AREA_UNLOCK_LAB,你现在可以冒险进入实验室！,,¡Ya puedes explorar el laboratorio!,Vous pouvez désormais vous rendre dans le Labo !,Du kannst jetzt zum Labor aufbrechen!,Ora puoi avventurarti nel Laboratorio!,Agora você pode se aventurar no Laboratório!,你現在可以冒險進入實驗室！
AREA_UNLOCK_ICEAGE,你现在可以去往过去冒险！,,¡Ya puedes explorar el pasado!,Vous pouvez désormais vous rendre dans le passé !,Du kannst jetzt in die Vergangenheit aufbrechen!,Ora puoi avventurarti nel passato!,Agora você pode se aventurar no passado!,你現在可以去往過去冒險！
AREA_UNLOCK_JURASSIC,你现在可以进一步冒险进入过去！,,¡Ya puedes explorar un pasado más remoto!,Vous pouvez désormais aller plus loin dans le passé !,Du kannst jetzt noch weiter in die Vergangenheit aufbrechen!,Ora puoi avventurarti ancora più indietro nel passato!,Agora você pode se aventurar ainda mais longe no passado!,你現在可以進一步冒險進入過去！
AREA_UNLOCK_FUTURE,你现在可以冒险进入未来！,,¡Ya puedes explorar el futuro!,Vous pouvez désormais vous rendre dans le futur !,Du kannst jetzt in die Zukunft aufbrechen!,Ora puoi avventurarti nel futuro!,Agora você pode se aventurar no futuro!,你現在可以冒險進入未來！
AREA_UNLOCK_THEEND,你现在可以进一步冒险进入未来！,,¡Ya puedes explorar un futuro más remoto!,Vous pouvez désormais aller plus loin dans le futur !,Du kannst jetzt noch weiter in die Zukunft aufbrechen!,Ora puoi avventurarti ancora più avanti nel futuro!,Agora você pode se aventurar ainda mais longe no futuro!,你現在可以進一步冒險進入未來！
AREA_UNLOCK_THERIFT,你现在可以冒险进入裂隙！,,¡Ya puedes explorar la Grieta!,Vous pouvez désormais vous rendre dans la Faille !,Du kannst jetzt in den Riss aufbrechen!,Ora puoi avventurarti nella Fenditura!,Agora você pode se aventurar na Fissura!,你現在可以冒險進入裂隙！
AREA_UNLOCK_MEATWORLD,你现在可以冒险进入脉动领域！,,¡Ya puedes explorar el Dominio Palpitante!,Vous pouvez désormais vous rendre dans le Domaine lancinant !,Du kannst jetzt in das Pulsierende Reich aufbrechen!,Ora puoi avventurarti nel Regno Pulsante!,Agora você pode se aventurar no Domínio Pulsante!,你現在可以冒險進入脈動領域！
AREA_UNLOCK_MEATWORLDFULL,脉动之王请求与您会面。你现在可以完全进入他的领域！,,El Rey Palpitante solicita tu presencia. ¡Ahora tienes acceso total a su dominio!,Le Roi lancinant a accédé à votre requête. Vous avez désormais accès à tout son domaine !,Der Pulsierende König bittet dich um eine Audienz. Du hast jetzt uneingeschränkten Zugang zu seinem Reich!,Il Re Pulsante richiede la tua presenza. Ora hai completo accesso al suo regno!,O Rei Pulsante solicita sua presença. Agora você possui acesso total ao seu domínio!,脈動之王請求與您會面。你現在可以完全進入他的領域！
,,,,,,,,
AREA_UNLOCK_ENDOFTIME,时间机器现在可以前往无限之地！,,¡La máquina del tiempo ya puede viajar al infinito!,La machine temporelle peut vous mener dans l'Infini !,Die Zeitmaschine kann jetzt in die Unendlichkeit reisen!,La macchina del tempo ora può viaggiare nell'Infinito!,A máquina do tempo agora pode viajar para o Infinito!,時間機器現在可以前往無限之地！
,,,,,,,,
QUEST_BEGIN_THROBBINGGRISTLE,“脉动皮革”已找到并添加到任务物品！,,¡Has encontrado el cartílago palpitante y se ha añadido a los objetos de misión!,«&nbsp;Cartilage lancinant&nbsp;» trouvé et ajouté aux objets de quête !,„Pulsierender Knorpel“ gefunden und den Questgegenständen hinzugefügt!,"Hai trovato la ""Cartilagine Pulsante"" e l'hai aggiunta agli oggetti della missione!","A ""cartilagem pulsante"" foi encontrada e adicionada aos seus itens de missão!",“脈動皮革”已找到並添加到任務物品！
QUEST_BEGIN_PUTRIDLEECH,“腐臭水蛭”已找到并添加到任务物品！,,¡Has encontrado la sanguijuela putrefacta y se ha añadido a los objetos de misión!,«&nbsp;Sangsue putride&nbsp;» trouvée et ajoutée aux objets de quête !,„Verfaulter Blutegel“ gefunden und den Questgegenständen hinzugefügt!,"Hai trovato la ""Sanguisuga Putrida"" e l'hai aggiunta agli oggetti della missione!","A ""sanguessuga pútrida"" foi encontrada e adicionada aos seus itens de missão!",“腐臭水蛭”已找到並添加到任務物品！
QUEST_BEGIN_GUILLOTINASHEAD,“断头台的头”已找到并添加到任务物品！,,¡Has encontrado la cabeza de Guillotina y se ha añadido a los objetos de misión!,«&nbsp;Tête de Guillotina&nbsp;» trouvée et ajoutée aux objets de quête !,„Guillotinas Kopf“ gefunden und den Questgegenständen hinzugefügt!,"Hai trovato la ""Testa di Ghigliottina"" e l'hai aggiunta agli oggetti della missione!","A ""cabeça de Guilhotina"" foi encontrada e adicionada aos seus itens de missão!",“斷頭臺的頭”已找到並添加到任務物品！
,,,,,,,,
QUEST_BEGIN_SCALDINGORB,“灼热宝珠”已找到并添加到任务物品！,,¡Has encontrado el orbe abrasador y se ha añadido a los objetos de misión!,«&nbsp;Orbe brûlant&nbsp;» trouvé et ajouté aux objets de quête !,„Siedende Kugel“ gefunden und den Questgegenständen hinzugefügt!,"Hai trovato la ""Sfera Rovente"" e l'hai aggiunta agli oggetti della missione!","O ""orbe escaldante"" foi encontrado e adicionado aos seus itens de missão!",“灼熱寶珠”已找到並添加到任務物品！
QUEST_BEGIN_BLACKSHARD,“黑色碎片”已找到并添加到任务物品！,,¡Has encontrado el fragmento negro y se ha añadido a los objetos de misión!,«&nbsp;Sombréclat&nbsp;» trouvé et ajouté aux objets de quête !,„Schwarzer Splitter“ gefunden und den Questgegenständen hinzugefügt!,"Hai trovato il ""Frammento Nero"" e l'hai aggiunta agli oggetti della missione!","O ""fragmento negro"" foi encontrado e adicionado aos seus itens de missão!",“黑色碎片”已找到並添加到任務物品！
QUEST_BEGIN_PYROPHINASCOLLAR,"Pyrophina 感谢你帮助她击败 Zaratana！
“Pyrophina 的项圈”已添加到任务物品！",,"Pyrophina te da las gracias por haberla ayudado a derrotar a Zaratana.
¡Se ha añadido el collar de Pyrophina a los objetos de misión!",Pyrophina vous remercie de l'avoir aidée à vaincre Zaratana ! «&nbsp;Collier de Pyrophina&nbsp;» ajouté aux objets de quête !,"Pyrophina dankt dir dafür, dass du ihr geholfen hast, Zaratana zu besiegen!
„Pyrophinas Halsband“ wurde den Questgegenständen hinzugefügt!","Pyrophina ti ringrazia per averla aiutata a sconfiggere Zaratana!
Hai aggiunto il ""Collare di Pyrophina"" agli oggetti della missione!","Pyrophina agradece por você tê-la ajudado a derrotar Zaratana!
A ""coleira de Pyrophina"" foi adicionada aos itens de missão!","Pyrophina 感謝你幫助她擊敗 Zaratana！
“Pyrophina 的項圈”已添加到任務物品！"
QUEST_BEGIN_ZARATANASCOLLAR,"Zaratana 感谢你帮助她击败 Pyrophina！
“Zaratana 的项圈”已添加到任务物品！",,"Zaratana te da las gracias por haberla ayudado a derrotar a Pyrophina.
¡Se ha añadido el collar de Zaratana a los objetos de misión!",Zaratana vous remercie de l'avoir aidée à vaincre Pyrophina ! «&nbsp;Collier de Zaratana&nbsp;» ajouté aux objets de quête !,"Zaratana dankt dir dafür, dass du ihr geholfen hast, Pyrophina zu besiegen!
„Zaratanas Halsband“ wurde den Questgegenständen hinzugefügt!","Zaratana ti ringrazia per averla aiutata a sconfiggere Pyrophina!
Hai aggiunto il ""Collare di Zaratana"" agli oggetti della missione!","Zaratana agradece por você tê-la ajudado a derrotar Pyrophina!
A ""coleira de Zaratana"" foi adicionada aos itens de missão!","Zaratana 感謝你幫助她擊敗 Pyrophina！
“Zaratana 的項圈”已添加到任務物品！"
,,,,,,,,
QUEST_BEGIN_COOLER,“低温时间室”已添加到任务物品！,,¡Se ha añadido la cámara temporal criogénica a los objetos de misión!,«&nbsp;Cryocapsule temporelle&nbsp;» trouvée et ajoutée aux objets de quête !,„Kryogene Zeitkammer“ wurde den Questgegenständen hinzugefügt!,"Hai aggiunto la ""Camera del Tempo Criogenica"" agli oggetti della missione!","A ""câmara criogênica de tempo"" foi adicionada aos itens de missão!",“低溫時間室”已添加到任務物品！
,,,,,,,,
QUEST_BEGIN_RECEIVER,“接收器天线”已找到并添加到任务物品！,,¡Has encontrado la antena receptora y se ha añadido a los objetos de misión!,«&nbsp;Antenne réceptrice&nbsp;» trouvée et ajoutée aux objets de quête !,„Empfängerantenne“ gefunden und den Questgegenständen hinzugefügt!,"Hai trovato l'oggetto ""Antenna Ricevitrice"" e l'hai aggiunta agli oggetti della missione!","A ""antena receptora"" foi encontrada e adicionada aos itens de missão!",“接收器天線”已找到並添加到任務物品！
QUEST_BEGIN_TRANSMITTER,“发射器天线”已找到并添加到任务物品！,,¡Has encontrado la antena transmisora y se ha añadido a los objetos de misión!,«&nbsp;Antenne émettrice&nbsp;» trouvée et ajoutée aux objets de quête !,„Sendeantenne“ gefunden und den Questgegenständen hinzugefügt!,"Hai trovato l'oggetto ""Antenna Trasmittente"" e l'hai aggiunta agli oggetti della missione!","A ""antena transmissora"" foi encontrada e adicionada aos itens de missão!",“發射器天線”已找到並添加到任務物品！
QUEST_BEGIN_AMPLIFIER,“信号放大器”已找到并添加到任务物品！,,¡Has encontrado el amplificador de señal y se ha añadido a los objetos de misión!,«&nbsp;Amplificateur de signal&nbsp;» trouvé et ajouté aux objets de quête !,„Signalverstärker“ gefunden und den Questgegenständen hinzugefügt!,"Hai trovato l'oggetto ""Amplificatore di Segnale"" e l'hai aggiunto agli oggetti della missione!","O ""amplificador de sinal"" foi encontrado e adicionado aos itens de missão!",“信號放大器”已找到並添加到任務物品！
,,,,,,,,
QUEST_BEGIN_JAR,“放射性罐”已添加到任务物品！,,¡Se ha añadido el tarro de radiación a los objetos de misión!,«&nbsp;Bocal irradié&nbsp;» trouvé et ajouté aux objets de quête !,„Verstrahltes Glas!“ wurde den Questgegenständen hinzugefügt!,"Hai aggiunto il ""Barattolo delle Radiazioni"" agli oggetti della missione!","O ""pote de radiação"" foi adicionado aos itens de missão!",“放射性罐”已添加到任務物品！
QUEST_BEGIN_NUKE,“核弹”已添加到任务物品！,,¡Se ha añadido el arma nuclear a los objetos de misión!,«&nbsp;Ogive&nbsp;» trouvée et ajoutée aux objets de quête !,„Atombombe“ wurde den Questgegenständen hinzugefügt!,"Hai aggiunto la ""Bomba Atomica"" agli oggetti della missione!","A ""bomba nuclear"" foi adicionada aos itens de missão!",“核彈”已添加到任務物品！
,,,,,,,,
ABILITY_UNLOCK_FIGHTER,战士现在可以学习“爪击者”！,,¡Ahora los luchadores pueden aprender Rompepatas!,Les Pugilistes peuvent désormais apprendre «&nbsp;Briseur de patte&nbsp;» !,Krieger können jetzt „Pfotenbrecher“ lernen!,"Ora i guerrieri possono imparare ""Spezzazampa""!","Agora lutadores podem aprender ""Quebra-Patas""!",戰士現在可以學習“爪擊者”！
ABILITY_UNLOCK_HUNTER,猎人现在可以学习“蜘蛛球”！,,¡Ahora los cazadores pueden aprender Bola de arañas!,Les Sentinelles peuvent désormais apprendre «&nbsp;Boule d'araignées&nbsp;» !,Jäger können jetzt „Spinnenball“ lernen!,"Ora i cacciatori possono imparare ""Palla di Ragni""!","Agora caçadores podem aprender ""Bola de Aranhas""!",獵人現在可以學習“蜘蛛球”！
ABILITY_UNLOCK_MAGE,法师现在可以学习“超级光束”！,,¡Ahora los magos pueden aprender Hiperrayo!,Les Mages peuvent désormais apprendre «&nbsp;Méga rayon&nbsp;» !,Magier können jetzt „Hyperstrahl“ lernen!,"Ora i maghi possono imparare ""Iper-Raggio""!","Agora magos podem aprender ""Hiper Raio""!",法師現在可以學習“超級光束”！
ABILITY_UNLOCK_MEDIC,牧师现在可以学习“飘渺”,,¡Ahora los clérigos pueden aprender Etéreo!,Les Sages peuvent désormais apprendre «&nbsp;Céleste&nbsp;» !,Kleriker können jetzt „Ätherisch“ lernen!,"Ora i chierici possono imparare ""Etereo""!","Agora clérigos podem aprender ""Etéreo""!",牧師現在可以學習“飄渺”
ABILITY_UNLOCK_THIEF,盗贼现在可以学习“钉子暴风”！,,¡Ahora los ladrones pueden aprender Lluvia de clavos!,Les Montes-en-l'air peuvent désormais apprendre «&nbsp;Pluie de clous&nbsp;» !,Diebe können jetzt „Nagelfurie“ lernen!,"Ora i ladri possono imparare ""Raffica di Chiodi""!","Agora ladrões podem aprender ""Salva de Pregos""!",盜賊現在可以學習“釘子暴風”！
ABILITY_UNLOCK_TANK,坦克现在可以学习“背摔”！,,¡Ahora los tanques pueden aprender Súplex!,Les Tanks peuvent désormais apprendre «&nbsp;Suplex&nbsp;» !,Tanks können jetzt „Suplex“ lernen!,"Ora i corazzati possono imparare ""Suplex""!","Agora tanques podem aprender ""Suplex""!",坦克現在可以學習“背摔”！
ABILITY_UNLOCK_NECROMANCER,死灵法师现在可以学习“召唤阴影”！,,¡Ahora los nigromantes pueden aprender Invocación de sombra!,Les Occultistes peuvent désormais apprendre «&nbsp;Invocation d'ombres&nbsp;» !,Totenbeschwörer können jetzt „Schatten beschwören“ lernen!,"Ora i necromanti possono imparare ""Evoca Ombra""!","Agora necromantes podem aprender ""Invocar Sombra""!",死靈法師現在可以學習“召喚陰影”！
ABILITY_UNLOCK_PSYCHIC,心灵师现在可以学习“超新星”！,,¡Ahora los ocultistas pueden aprender Supernova!,Les Médiums peuvent désormais apprendre «&nbsp;Supernova&nbsp;» !,Medien können jetzt „Supernova“ lernen!,"Ora gli psionici possono imparare ""Supernova""!","Agora psíquicos podem aprender ""Supernova""!",心靈師現在可以學習“超新星”！
ABILITY_UNLOCK_TINKERER,修补匠现在可以学习“机械战甲”！,,¡Ahora los manitas pueden aprender Traje robótico!,Les Scientifiques peuvent désormais apprendre «&nbsp;Costume mécha&nbsp;» !,Bastler können jetzt „Mechanzug“ lernen!,"Ora gli inventori possono imparare ""Tuta per Mech""!","Agora artífices podem aprender ""Traje Mecha""!",修補匠現在可以學習“機械戰甲”！
ABILITY_UNLOCK_BUTCHER,屠夫现在可以学习“切片与剁碎”！,,¡Ahora los carniceros pueden aprender Cortar y trocear!,Les Barbares peuvent désormais apprendre «&nbsp;Julienne&nbsp;» !,Schlachter können jetzt „Zurechtstutzen“ lernen!,"Ora i macellai possono imparare ""Affettamento""!","Agora açougueiros podem aprender ""Fatiar e Picar""!",屠夫現在可以學習“切片與剁碎”！
ABILITY_UNLOCK_DRUID,德鲁伊现在可以学习“召唤熊”！,,¡Ahora los druidas pueden aprender Invocación de oso!,Les Druides peuvent désormais apprendre «&nbsp;Invocation d'ours&nbsp;» !,Druiden können jetzt „Bär beschwören“ lernen!,"Ora i druidi possono imparare ""Evoca Orso""!","Agora druidas podem aprender ""Invocar Urso""!",德魯伊現在可以學習“召喚熊”！
ABILITY_UNLOCK_MONK,僧侣现在可以学习“百手掌”！,,¡Ahora los monjes pueden aprender Golpe de cien manos!,Les Moines peuvent désormais apprendre «&nbsp;Gifle de cent mains&nbsp;» !,Mönche können jetzt „Hundert Hände“ lernen!,"Ora i monaci possono imparare ""Schiaffo delle Cento Mani!""","Agora monges podem aprender ""Tapa de Cem Mãos""!",僧侶現在可以學習“百手掌”！
ABILITY_UNLOCK_COLORLESS,所有猫咪现在可以学习“节拍器”！,,¡Ahora todos los gatos pueden aprender Metrónomo!,Tous les chats peuvent désormais apprendre «&nbsp;Métronome&nbsp;» !,Alle Katzen können jetzt „Metronom“ lernen!,"Ora tutti i gatti possono imparare ""Metronomo""!","Agora todos os gatos podem aprender ""Metrônomo""!",所有貓咪現在可以學習“節拍器”！
ABILITY_UNLOCK_JESTER,小丑还有更多绝招未展现！,,¡Los bufones tienen algunos ases más en la manga!,Les Jokers ont encore plus de tours dans leur sac !,Narren haben jetzt neue Kunststücke im Repertoire!,I giullari hanno qualche altro asso nella manica!,Agora curingas possuem mais truques na manga!,小丑還有更多絕招未展現！
,,,,,,,,
PASSIVE_UNLOCK_FIGHTER,战士现在可以学习“双持”！,,¡Ahora los luchadores pueden aprender Multiarma!,Les Pugilistes peuvent désormais apprendre «&nbsp;Coup double&nbsp;» !,Krieger können jetzt „Doppelwaffen“ lernen!,"Ora i guerrieri possono imparare ""Doppia Impugnatura""!","Agora lutadores podem aprender ""Empunhadura Dupla""!",戰士現在可以學習“雙持”！
PASSIVE_UNLOCK_HUNTER,猎人现在可以学习“狩猎的刺激”！,,¡Ahora los cazadores pueden aprender Exaltación de la caza!,Les Sentinelles peuvent désormais apprendre «&nbsp;Frisson de la chasse&nbsp;» !,Jäger können jetzt „Jagdrausch“ lernen!,"Ora i cacciatori possono imparare ""Brivido della Caccia""!","Agora caçadores podem aprender ""Emoção da Caçada""!",獵人現在可以學習“狩獵的刺激”！
PASSIVE_UNLOCK_MAGE,法师现在可以学习“三”！,,¡Ahora los magos pueden aprender Tres!,Les Mages peuvent désormais apprendre «&nbsp;Trois&nbsp;» !,Magier können jetzt „Drei“ lernen!,"Ora i maghi possono imparare ""Tre""!","Agora magos podem aprender ""Três""!",法師現在可以學習“三”！
PASSIVE_UNLOCK_MEDIC,牧师现在可以学习“恶魔主宰”！,,¡Ahora los clérigos pueden aprender Patrón malvado!,Les Sages peuvent désormais apprendre «&nbsp;Divinité maléfique&nbsp;» !,Kleriker können jetzt „Bösartiger Schutzpatron“ lernen!,"Ora i chierici possono imparare ""Mecenate Crudele""!","Agora clérigos podem aprender ""Patrono Maligno""!",牧師現在可以學習“惡魔主宰”！
PASSIVE_UNLOCK_THIEF,盗贼现在可以学习“先发制人”！,,¡Ahora los ladrones pueden aprender Primer ataque!,Les Montes-en-l'air peuvent désormais apprendre «&nbsp;Premier assaut&nbsp;» !,Diebe können jetzt „Erstschlag“ lernen!,"Ora i ladri possono imparare ""Primo Colpo""!","Agora ladrões podem aprender ""Ataque Alfa""!",盜賊現在可以學習“先發制人”！
PASSIVE_UNLOCK_TANK,坦克现在可以学习“弹跳者”！,,¡Ahora los tanques pueden aprender Guardia!,Les Tanks peuvent désormais apprendre «&nbsp;Garde du corps&nbsp;» !,Tanks können jetzt „Türsteher“ lernen!,"Ora i corazzati possono imparare ""Rimbalzo""!","Agora tanques podem aprender ""Segurança""!",坦克現在可以學習“彈跳者”！
PASSIVE_UNLOCK_NECROMANCER,死灵法师现在可以学习“Servus Mortem”！,,¡Ahora los nigromantes pueden aprender Servus mortem!,Les Occultistes peuvent désormais apprendre «&nbsp;Servus Mortem&nbsp;» !,Totenbeschwörer können jetzt „Servus Mortem“ lernen!,"Ora i necromanti possono imparare ""Servus Mortem""!","Agora necromantes podem aprender ""Servus Mortem""!",死靈法師現在可以學習“Servus Mortem”！
PASSIVE_UNLOCK_PSYCHIC,心灵师现在可以学习“Gravity Well”！,,¡Ahora los ocultistas pueden aprender Influencia gravitatoria!,Les Médiums peuvent désormais apprendre «&nbsp;Puits de gravité&nbsp;» !,Medien können jetzt „Gravitationsbrunnen“ lernen!,"Ora gli psionici possono imparare ""Pozzo Gravitazionale""!","Agora psíquicos podem aprender ""Poço de Gravidade""!",心靈師現在可以學習“Gravity Well”！
PASSIVE_UNLOCK_TINKERER,修补匠现在可以学习“Armor Specialist”！,,¡Ahora los manitas pueden aprender Especialista en armaduras!,Les Scientifiques peuvent désormais apprendre «&nbsp;Spécialiste des armures&nbsp;» !,Bastler können jetzt „Rüstungsspezialist“ lernen!,"Ora gli inventori possono imparare ""Specialista delle Armature""!","Agora artífices podem aprender ""Especialista em Armaduras""!",修補匠現在可以學習“Armor Specialist”！
PASSIVE_UNLOCK_BUTCHER,屠夫现在可以学习“Indigestion”！,,¡Ahora los carniceros pueden aprender Indigestión!,Les Barbares peuvent désormais apprendre «&nbsp;Indigestion&nbsp;» !,Schlachter können jetzt „Magenverstimmung“ lernen!,"Ora i macellai possono imparare ""Indigestione""!","Agora açougueiros podem aprender ""Indigestão""!",屠夫現在可以學習“Indigestion”！
PASSIVE_UNLOCK_DRUID,德鲁伊现在可以学习“Suicide Squad”！,,¡Ahora los druidas pueden aprender Escuadrón suicida!,Les Druides peuvent désormais apprendre «&nbsp;Suicide Squad&nbsp;» !,Druiden können jetzt „Selbstmordkommando“ lernen!,"Ora i druidi possono imparare ""Squadra Suicida""!","Agora druidas podem aprender ""Esquadrão Suicida""!",德魯伊現在可以學習“Suicide Squad”！
PASSIVE_UNLOCK_MONK,和尚现在可以学习“Unstoppable”！,,¡Ahora los monjes pueden aprender Imparable!,Les Moines peuvent désormais apprendre «&nbsp;Inarrêtable&nbsp;» !,Mönche können jetzt „Unaufhaltsam“ lernen!,"Ora i monaci possono imparare ""Inarrestabile""!","Agora monges podem aprender ""Imparável""!",和尚現在可以學習“Unstoppable”！
PASSIVE_UNLOCK_COLORLESS,所有猫咪现在可以学习“Skill Share”！,,¡Ahora todos los gatos pueden aprender Habilidad compartida!,Tous les chats peuvent désormais apprendre «&nbsp;Partage de compétences&nbsp;» !,Alle Katzen können jetzt „Fähigkeiten teilen“ lernen!,"Ora tuti i gatti possono imparare ""Condivisione delle Abilità""!","Agora todos os gatos podem aprender ""Compartilhar Habilidade""!",所有貓咪現在可以學習“Skill Share”！
PASSIVE_UNLOCK_JESTER,小丑还有更多绝招未展现！,,¡Los bufones tienen algunos ases más en la manga!,Les Jokers ont encore plus de tours dans leur sac !,Narren haben jetzt neue Kunststücke im Repertoire!,I giullari hanno qualche altro asso nella manica!,Agora curingas possuem mais truques na manga!,小丑還有更多絕招未展現！
,,,,,,,,
ABILITY_UNLOCK_FIGHTER_COLORLESS,所有猫咪现在可以学习“Path of the Fighter”！,,¡Ahora todos los gatos pueden aprender Camino del luchador!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Pugilistes&nbsp;» !,Alle Katzen können jetzt „Der Weg des Kriegers“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Guerriero""!","Agora todos os gatos podem aprender o ""Caminho do Lutador""!",所有貓咪現在可以學習“Path of the Fighter”！
