KEY,en,notes,sp,fr,de,it,pt-br,zh
TEAMNAME_ADJECTIVE_MAGE2,Attuned,,en Armonía,harmonisés|harmonisées,Eingestimmten,Armonizzati|Armonizzate,Sintonizados|Sintonizadas,調和的
TEAMNAME_ADJECTIVE_MAGE3,Spell Slingin',,Hechiceros,prestidigitateurs|prestidigitatrices,Zauberhaften,Incantatori|Incantatrici,Feiticeiros|Feiticeiras,施法者
TEAMNAME_ADJECTIVE_MAGE4,Big Brained,,Inteligentes,intellos,Hyperintelligenten,Cervelloni|Cervellone,Geniais,大腦發達的
TEAMNAME_ADJECTIVE_MAGE5,Smart,,Listos,futés|futées,Schlauen,Svegli|Sveglie,Espertos|Espertas,聰明的
TEAMNAME_ADJECTIVE_MAGE6,Enchanted,,Encantados,enchantés|enchantées,Verzauberten,Incantati|Incantate,Encantados|Encantadas,被附魔的
TEAMNAME_ADJECTIVE_MAGE7,Spellbound,,Hechizados,ensorcelés|ensorcelées,Gebannten,Stregati|Stregate,Enfeitiçados|Enfeitiçadas,被迷惑的
TEAMNAME_ADJECTIVE_MAGE8,Mana Filled,,de Maná,pourvus de mana|pourvues de mana,Magieerfüllten,del Mana,Cheios de Mana|Cheias de Mana,充滿法力的
TEAMNAME_ADJECTIVE_MAGE9,Academic,,Académicos,académiciens|académiciennes,Akademischen,Accademici|Accademiche,Acadêmicos|Acadêmicas,學術的
TEAMNAME_ADJECTIVE_MAGE10,Intellectual,,Intelectuales,intellectuels|intellectuelles,Intellektuellen,Colti|Colte,Intelectuais,有智慧的
TEAMNAME_ADJECTIVE_MAGE11,Magic,,Embrujados,magiques,Bezauberten,Fatati|Fatate,Bruxos|Bruxas,魔法
TEAMNAME_ADJECTIVE_TANK0,Thick,,Gruesos,à l'ossature lourde,Dicken,Massicci|Massiccie,Grossos|Grossas,厚實的
TEAMNAME_ADJECTIVE_TANK1,Steady,,Firmes,solides,Standhaften,Stabili,Firmes,穩定的
TEAMNAME_ADJECTIVE_TANK2,Hardy,,Robustos,robustes,Abgehärteten,Robusti|Robuste,Durões|Duronas,堅韌
TEAMNAME_ADJECTIVE_TANK3,Fat,,Gordos,en surpoids,Fetten,Grassottelli|Grassottelle,Gordos|Gordas,胖的
TEAMNAME_ADJECTIVE_TANK4,Solid,,Sólidos,solides,Soliden,Solidi,Sólidos|Sólidas,堅固的
TEAMNAME_ADJECTIVE_TANK5,Resilient,,Resistentes,résilients|résilientes,Widerstandsfähigen,Tenaci,Resilientes,有韌性的
TEAMNAME_ADJECTIVE_TANK6,Stout,,Corpulentos,corpulents|corpulentes,Stabilen,Tarchiati|Tarchiate,Corpulentos|Corpulentas,結實的
TEAMNAME_ADJECTIVE_TANK7,Wide,,Anchos,épais|épaisses,Breiten,Larghi|Larghe,Largos|Largas,寬廣的
TEAMNAME_ADJECTIVE_TANK8,Husky,,Fornidos,costauds|costaudes,Stattlichen,Grossi|Grosse,Robustos|Robustas,健碩的
TEAMNAME_ADJECTIVE_TANK9,Chubby,,Rellenitos,potelés|potelées,Molligen,Paffuti|Paffute,Gorduchos|Gorduchas,圓潤
TEAMNAME_ADJECTIVE_TANK10,Rocky,,Pétreos,rocailleux|rocailleuses,Felsenfesten,Rocciosi|Rocciose,Pedregosos|Pedregosas,堅硬
TEAMNAME_ADJECTIVE_TANK11,Dense,,Densos,énormes,Unterbelichteten,Densi|Dense,Densos|Densas,密集
TEAMNAME_ADJECTIVE_TANK12,Round,,Orondos,rondelets|rondelettes,Runden,Rotondi|Rotonde,Redondos|Redondas,圓形
TEAMNAME_ADJECTIVE_TANK13,XXL,,XXL,XXL,format2|XXL,XXL,GGG,特大號
TEAMNAME_ADJECTIVE_TANK14,Lazy,,Vagos,paresseux|paresseuses,Faulen,Pigri|Pigre,Preguiçosos|Preguiçosas,懶惰
TEAMNAME_ADJECTIVE_TANK15,Slow,,Lentos,lents|lentes,Langsamen,Lenti|Lente,Lentos|Lentas,減速
TEAMNAME_ADJECTIVE_TANK16,Chonky,,Rollizos,joufflus|joufflues,Klobigen,Cicciotti|Cicciotte,Roliços|Roliças,胖乎乎
TEAMNAME_ADJECTIVE_THIEF0,Sneaky,,Sigilosos,sournois|sournoises,Schleichenden,Furtivi|Furtive,Furtivos|Furtivas,偷偷摸摸
TEAMNAME_ADJECTIVE_THIEF1,Sly,,Taimados,fourbes,Listigen,Scaltri|Scaltre,Astutos|Astutas,狡猾
TEAMNAME_ADJECTIVE_THIEF2,Hidden,,Ocultos,cachés|cachées,Versteckten,Nascosti|Nascoste,Ocultos|Ocultas,隱藏
TEAMNAME_ADJECTIVE_THIEF3,Lying,,Mentirosos,menteurs|menteuses,Lügenden,Bugiardi|Bugiarde,Mentirosos|Mentirosas,說謊
TEAMNAME_ADJECTIVE_THIEF4,Greedy,,Avariciosos,cupides,Gierigen,Avidi|Avide,Ambiciosos|Ambiciosas,貪婪
TEAMNAME_ADJECTIVE_THIEF5,Penny Pinchin',,Agarrados,avares,Geizigen,Tirchi|Tirchie,Sovinas,摳門
TEAMNAME_ADJECTIVE_THIEF6,Quick,,Rápidos,rapides,Schnellen,Svelti|Svelte,Velozes,快速
TEAMNAME_ADJECTIVE_THIEF7,Naughty,,Traviesos,vilains|vilaines,Frechen,Birbanti,Safadinhos|Safadinhas,淘氣
TEAMNAME_ADJECTIVE_THIEF8,Thieving,,Ladrones,voleurs|voleuses,Diebischen,Ladri|Ladre,Gatunos|Gatunas,偷竊
TEAMNAME_ADJECTIVE_THIEF9,Mercin',,Furtivos,du larcin,Gnädigen,Mercenari|Mercenarie,Graciosos|Graciosas,殘忍
TEAMNAME_ADJECTIVE_THIEF10,Stabbin',,Arteros,au poignard,Hinterlistigen,Pugnalatori|Pugnalatrici,Enganadores|Enganadoras,刺殺
TEAMNAME_ADJECTIVE_THIEF11,Dark,,Oscuros,sombres,Dunklen,Oscuri|Oscure,Sombrios|Sombrias,黑暗
TEAMNAME_ADJECTIVE_THIEF12,Quiet,,Silenciosos,silencieux|silencieuses,Stillen,Silenziosi|Silenziose,Quietos|Quietas,安靜的
TEAMNAME_ADJECTIVE_THIEF13,Secret,,Secretos,discrets|discrètes,Geheimen,Segreti|Segrete,Secretos|Secretas,祕密的
TEAMNAME_ADJECTIVE_MONK0,Balanced,,Equilibrados,équilibrés|équilibrées,Ausgeglichenen,Equilibrati|Equilibrate,Equilibrados|Equilibradas,平衡的
TEAMNAME_ADJECTIVE_MONK1,Zen,,Zen,zen,format2|Zen,Zen,Zen,禪意的
TEAMNAME_ADJECTIVE_MONK2,Flowing,,Fluidos,ruisselants|ruisselantes,Fließenden,Fluidi|Fluide,Fluidos|Fluidas,流動的
TEAMNAME_ADJECTIVE_MONK3,Meditating,,Meditabundos,méditatifs|méditatives,Meditierenden,Meditativi|Meditative,Meditantes,冥想的
TEAMNAME_ADJECTIVE_MONK4,Calm,,Calmados,calmes,Ruhigen,Sereni|Serene,Calmos|Calmas,平靜的
TEAMNAME_ADJECTIVE_MONK5,Flying,,Voladores,volants|volantes,Fliegenden,Volanti,Voadores|Voadoras,飛行
TEAMNAME_ADJECTIVE_MONK6,Enlightened,,Iluminados,éveillés|éveillées,Erleuchteten,Illuminati|Illuminate,Iluminados|Iluminadas,開悟
TEAMNAME_ADJECTIVE_MONK7,Blissful,,Dichosos,béats|béates,Seligen,Beati|Beate,Afortunados|Afortunadas,幸福的
TEAMNAME_ADJECTIVE_MONK8,Inner,,Ensimismados,intérieurs|intérieures,Inneren,Intimi|Intime,Interiores,內在的
TEAMNAME_ADJECTIVE_MONK9,Centered,,Centrados,centrés|centrées,Zentrierten,Centrati|Centrate,Centrados|Centradas,專注的
TEAMNAME_ADJECTIVE_MONK10,Flying,,Voladores,planants|planantes,Fliegenden,Alati|Alate,Voadores|Voadoras,飛行
TEAMNAME_ADJECTIVE_MONK11,Karmic,,del Karma,karmiques,format2|Karma,del Karma,Cármicos|Cármicas,因果的
TEAMNAME_ADJECTIVE_MONK12,Transcendent,,Trascendentales,transcendés|transcendées,Überweltlichen,Trascendenti,Transcendentes,超越的
TEAMNAME_ADJECTIVE_DRUID0,Animalistic,,Bestiales,animaux|animales,Animalistischen,Animalisti|Animaliste,Animalísticos|Animalísticas,獸性
TEAMNAME_ADJECTIVE_DRUID1,Singing,,Cantantes,chantants|chantantes,Singenden,Canterini|Canterine,Cantores|Cantoras,歌唱的
TEAMNAME_ADJECTIVE_DRUID2,Natural,,Naturales,naturels|naturelles,Natürlichen,Naturali,Naturais,自然的
TEAMNAME_ADJECTIVE_DRUID3,Peaceful,,Pacíficos,pacifiques,Friedlichen,Pacifici|Pacifiche,Pacíficos|Pacíficas,和平的
TEAMNAME_ADJECTIVE_DRUID4,Musical,,Musicales,musicaux|musicales,Musikalischen,Musicali,Musicais,音樂的
TEAMNAME_ADJECTIVE_DRUID5,Squirrely,,Ardillistas,agités|agitées,Schreckhaften,Strambi|Strambe,Assustadores|Assustadoras,古怪的
TEAMNAME_ADJECTIVE_DRUID6,Summoned,,Invocados,invoqués|invoquées,Beschworenen,Evocati|Evocate,Invocados|Invocadas,召喚的
TEAMNAME_ADJECTIVE_DRUID7,Leafy,,Frondosos,feuillus|feuillues,Blättrigen,Floridi|Floride,Frondosos|Frondosas,多葉的
TEAMNAME_ADJECTIVE_DRUID8,High,,Colocados,défoncés|défoncées,Vollgedröhnten,Inebriati|Inebriate,Altos|Altas,高的
TEAMNAME_ADJECTIVE_DRUID9,Dancing,,Danzantes,dansants|dansantes,Tanzenden,Ballerini|Ballerine,Dançantes,跳舞的
TEAMNAME_ADJECTIVE_DRUID10,Whistling,,Silbantes,sifflotants|sifflotantes,Pfeifenden,Fischiettanti,Assobiadores|Assobiadoras,吹口哨的
TEAMNAME_ADJECTIVE_DRUID11,A Capella,,Cantarines,a capella,A Capella,A Cappella,A Cappella,無伴奏合唱
TEAMNAME_ADJECTIVE_PSYCHIC0,Three-Eyed,,Videntes,à trois yeux,Dreiäugigen,Triclopi,de Três Olhos,三眼的
TEAMNAME_ADJECTIVE_PSYCHIC1,Astral,,Astrales,astraux|astrales,Astralen,Astrali,Astrais,星體的
TEAMNAME_ADJECTIVE_PSYCHIC2,Visionary,,Visionarios,visionnaires,Visionären,Veggenti,Visionários|Visionárias,有遠見的
TEAMNAME_ADJECTIVE_PSYCHIC3,Mystical,,Místicos,mystiques,Mystischen,Mistici|Mistiche,Místicos|Místicas,神祕的
TEAMNAME_ADJECTIVE_PSYCHIC4,Mind Reading,,Mentales,devins,Gedankenlesenden,Chiromanti,Leitores de Mentes|Leitoras de Mentes,讀心的
TEAMNAME_ADJECTIVE_PSYCHIC5,Fortune Telling,,Adivinos,voyants|voyantes,Wahrsagenden,Indovini|Indovine,Videntes,算命的
TEAMNAME_ADJECTIVE_PSYCHIC6,Psychic,,Mentalistas,médiums,Psychischen,Psionici|Psioniche,Psíquicos|Psíquicas,通靈者
TEAMNAME_ADJECTIVE_PSYCHIC7,Telepathic,,Telepáticos,télépathes,Telepathischen,Telepatici|Telepatiche,Telepatas,心靈感應的
TEAMNAME_ADJECTIVE_PSYCHIC8,Charming,,Encantadores,charmeurs|charmeuses,Charmanten,Ammaliatori|Ammaliatrici,Charmosos|Charmosas,魅力
TEAMNAME_ADJECTIVE_PSYCHIC9,Manipulative,,Manipuladores,manipulateurs|manipulatrices,Manipulierenden,Manipolatori|Manipolatrici,Manipulativos|Manipulativas,操控的
TEAMNAME_ADJECTIVE_PSYCHIC10,All Knowing,,Omniscientes,omniscients|omniscientes,Allwissenden,Onniscienti,Sabe-Tudo,無所不知的
TEAMNAME_ADJECTIVE_PSYCHIC11,Pulsing,,Palpitantes,palpitants|palpitantes,Pulsierenden,Pulsanti,Pulsantes,脈衝的
TEAMNAME_ADJECTIVE_PSYCHIC12,Catatonic,,Catatónicos,catatoniques,Katatonischen,Catatonici|Catatoniche,Catatônicos|Catatônicas,緊張僵直的
TEAMNAME_ADJECTIVE_BUTCHER0,Hungry,,Hambrientos,affamés|affamées,Hungrigen,Affamati|Affamate,Famintos|Famintas,飢餓
TEAMNAME_ADJECTIVE_BUTCHER1,Sweaty,,Sudorosos,en sueur,Schwitzenden,Sudaticci|Sudaticcie,Suados|Suadas,出汗
TEAMNAME_ADJECTIVE_BUTCHER2,Meaty,,Cárnicos,charnus|charnues,Fleischigen,Carnosi|Carnose,Carnudos|Carnudas,多肉
TEAMNAME_ADJECTIVE_BUTCHER3,Sliced,,Rebanados,en tranches,Geschnittenen,Affettati|Affettate,Fatiados|Fatiadas,切片
TEAMNAME_ADJECTIVE_BUTCHER4,Hooked,,Ensartados,accrochés|accrochées,Hakenden,Appesi|Appese,Enganchados|Enganchadas,上癮者
TEAMNAME_ADJECTIVE_BUTCHER5,Bleeding,,Sangrientos,ensanglantés|ensanglantées,Blutenden,Sanguinanti,Sangrentos|Sangrentas,流血
TEAMNAME_ADJECTIVE_BUTCHER6,Never Full,,Famélicos,insatiables,Nimmersatten,Insaziabili,Insatisfeitos|Insatisfeitas,永不滿足
TEAMNAME_ADJECTIVE_BUTCHER7,Butch,,Carniceros,barbares,Maskulin gelesenen,Macellati|Macellate,Bárbaros|Bárbaras,布奇
TEAMNAME_ADJECTIVE_BUTCHER8,Chained,,Encadenados,enchaînés|enchaînées,Angeketteten,Incatenati|Incatenate,Acorrentados|Acorrentadas,被鎖鏈鎖住
TEAMNAME_ADJECTIVE_BUTCHER9,Blood Thirsty,,Sedientos de Sangre,sanguinaires,Blutdurstigen,Assetati di Sangue|Assetate di Sangue,Sanguinolentos|Sanguinolentas,嗜血
TEAMNAME_ADJECTIVE_BUTCHER10,Hack 'n Slash,,Trinchadores,tranchants|tranchantes,Hackenden,Squartatori|Squartatrici,Estraçalhantes,砍殺
TEAMNAME_ADJECTIVE_NECROMANCER0,Undead,,de Ultratumba,morts-vivants|mortes-vivantes,Untoten,Non morti|Non morte,Mortos-Vivos|Mortas-Vivas,不死族
TEAMNAME_ADJECTIVE_NECROMANCER1,Decaying,,en Descomposición,pourrissants|pourrissantes,Verwesenden,Decomposti|Decomposte,Apodrecidos|Apodrecidas,腐爛中
TEAMNAME_ADJECTIVE_NECROMANCER2,Dark,,Oscuros,sombres,Dunklen,Tenebrosi|Tenebrose,Sombreados|Sombreadas,黑暗
TEAMNAME_ADJECTIVE_NECROMANCER3,Rotting,,Putrefactos,putréfiés|putréfiées,Verrottenden,Marcescenti,Apodrecidos|Apodrecidas,腐敗
TEAMNAME_ADJECTIVE_NECROMANCER4,Gothic,,Góticos,gothiques,format2|Gothic,Gotici|Gotiche,Góticos|Góticas,哥特式
TEAMNAME_ADJECTIVE_NECROMANCER5,Emo,,Emo,emos,format2|Emo,Emo,Emo,情緒化
TEAMNAME_ADJECTIVE_NECROMANCER6,Black,,Negros,noirs|noires,Schwarzen,Neri|Nere,Negros|Negras,黑色
TEAMNAME_ADJECTIVE_NECROMANCER7,Evil,,Malvados,diaboliques,Bösen,Malvagi|Malvagie,Malignos|Malignas,邪惡
TEAMNAME_ADJECTIVE_NECROMANCER8,Doomed,,Condenados,damnés|damnées,Verdammten,Dannati|Dannate,Perdidos|Perdidas,被詛咒的
TEAMNAME_ADJECTIVE_NECROMANCER9,Drained,,Drenados,exsangues,Ausgesaugten,Prosciugati|Prosciugate,Drenados|Drenadas,疲憊
TEAMNAME_ADJECTIVE_NECROMANCER10,Midnight,,de Medianoche,de minuit,Nächtlichen,Crepuscolari,da Meia-Noite,午夜
TEAMNAME_ADJECTIVE_NECROMANCER11,Dead,,Muertos,morts|mortes,Toten,Morti|Morte,Mortos|Mortas,死亡
TEAMNAME_ADJECTIVE_NECROMANCER12,Spooky,,Aterradores,flippants|flippantes,Gruseligen,Spettrali,Assustadores|Assustadoras,恐怖
TEAMNAME_ADJECTIVE_TINKERER0,Crafty,,Hábiles,ingénieux|ingénieuses,Gewieften,Astuti|Astute,Engenhosos|Engenhosas,狡猾
TEAMNAME_ADJECTIVE_TINKERER1,Scrappy,,Apañados,ferrailleurs|ferrailleuses,Rabiaten,Battaglieri|Battagliere,Brigões|Brigonas,好鬥
TEAMNAME_ADJECTIVE_TINKERER2,Inventive,,Inventivos,inventifs|inventives,Erfinderischen,Ingegnosi|Ingegnose,Inventores|Inventoras,有創造力
TEAMNAME_ADJECTIVE_TINKERER3,Mad,,Locos,énervés|énervées,Verrückten,Folli,Loucos|Loucas,瘋狂
TEAMNAME_ADJECTIVE_TINKERER4,Fried,,Electrocutados,frits|frites,Durchgedrehten,Fritti|Fritte,Fritos|Fritas,油炸
TEAMNAME_ADJECTIVE_TINKERER5,Electric,,Eléctricos,électriques,Elektrischen,Elettrici|Elettriche,Elétricos|Elétricas,電氣的
TEAMNAME_ADJECTIVE_TINKERER6,Creative,,Creativos,créatifs|créatives,Kreativen,Creativi|Creative,Criativos|Criativas,有創意
TEAMNAME_ADJECTIVE_TINKERER7,Scientific,,Científicos,scientifiques,Wissenschaftlichen,Scientifici|Scientifiche,Científicos|Científicas,科學的
TEAMNAME_ADJECTIVE_TINKERER8,Robotic,,Robóticos,robotiques,Mechanischen,Robotici|Robotiche,Robóticos|Robóticas,機器人
TEAMNAME_ADJECTIVE_TINKERER9,Metal,,Metálicos,métalliques,Metallischen,Metallici|Metalliche,de Metal,金屬
TEAMNAME_ADJECTIVE_TINKERER10,Exploding,,Explosivos,explosifs|explosives,Explodierenden,Esplosivi|Esplosive,Explosivos,爆炸的
TEAMNAME_ADJECTIVE_TINKERER11,Armored,,con Armadura,blindés|blindées,Gerüsteten,Corazzati|Corazzate,Blindados|Blindadas,裝甲的
TEAMNAME_ADJECTIVE_TINKERER12,Armed,,Armados,armés|armées,Bewaffneten,Armati|Armate,Armados|Armadas,武裝的
TEAMNAME_ADJECTIVE_TINKERER13,Remote-Controlled,,Remotos,télécommandés|télécommandées,Ferngesteuerten,Telecomandati|Telecomandate,de Controle Remoto,遙控的
TEAMNAME_ADJECTIVE_COLORLESS0,Normal,,Normales,normaux|normales,Normalen,Normali,Normais,普通
TEAMNAME_ADJECTIVE_COLORLESS1,Basic,,Básicos,basiques,Regulären,Basilari,Básicos|Básicas,基礎的
TEAMNAME_ADJECTIVE_COLORLESS2,Standard,,Estándares,ordinaires,format2|Standard,Standard,Padrão,標準
TEAMNAME_ADJECTIVE_JESTER0,Crazy,,Alocados,fous|folles,Verrückten,Pazzi|Pazze,Malucos|Malucas,瘋狂
TEAMNAME_ADJECTIVE_JESTER1,Wacky,,Chiflados,farfelus|farfelues,Schrulligen,Squinternati|Squinternate,Pirados|Piradas,古怪
TEAMNAME_ADJECTIVE_JESTER2,Lucky,,Afortunados,chanceux|chanceuses,Glücklichen,Fortunati|Fortunate,Sortudos|Sortudas,幸運
TEAMNAME_ADJECTIVE_JESTER3,Goofy,,Bobalicones,loufoques,Exzentrischen,Goffi|Goffe,Bobões|Bobonas,傻乎乎
TEAMNAME_ADJECTIVE_JESTER4,Giggling,,Nerviosos,gloussants|gloussantes,Giggelnden,Ridacchianti,Gargalhantes,咯咯笑
TEAMNAME_ADJECTIVE_JESTER5,Laughing,,Risueños,hilares,Lachenden,Sghignazzanti,Risonhos|Risonhas,大笑
TEAMNAME_ADJECTIVE_JESTER6,Funny,,Graciosos,drôles,Lustigen,Divertenti,Engraçados|Engraçadas,有趣
TEAMNAME_ADJECTIVE_JESTER7,Sarcastic,,Sarcásticos,sarcastiques,Sarkastischen,Sarcastici|Sarcastiche,Sarcásticos|Sarcásticas,諷刺
TEAMNAME_ADJECTIVE_JESTER8,Cackling,,Desternillados,rigolos|rigolotes,Gackernden,Sguaiati|Sguaiate,Cacarejantes,狂笑
TEAMNAME_ADJECTIVE_JESTER9,Mocking,,Burlones,moqueurs|moqueuses,Spöttischen,Beffardi|Beffarde,Zombeteiros|Zombeteiras,嘲笑
TEAMNAME_ADJECTIVE_JESTER10,Rainbow,,Arcoíris,arcs-en-ciel,format2|Regenbogen,Arcobaleno,Arco-Íris,彩虹
TEAMNAME_ADJECTIVE_JESTER11,Chuckling,,Divertidos,amusés|amusées,Glucksenden,Sorridenti,Risonhos|Risonhas,輕笑
TEAMNAME_ADJECTIVE_JESTER12,Snickering,,Socarrones,narquois|narquoises,Kichernden,Lieti|Liete,Joviais,竊笑
TEAMNAME_ADJECTIVE_JESTER13,Smiling,,Sonrientes,souriants|souriantes,Lächelnden,Ilari,Sorridentes,微笑
TEAMNAME_ADJECTIVE_JESTER14,Gay,,Alegres,gais|gaies,Fröhlichen,Gioiosi|Gioiose,Alegres,同性戀
TEAMNAME_ADJECTIVE_MISC0,Purrrfect,,Ronroneantes,parrrfaits|parrrfaites,Schnurrenden,Miaosi|Miaosette,Purrrfeitos|Purrrfeitas,完美無缺
TEAMNAME_ADJECTIVE_MISC1,Fluffy,,Suaves,duveteux|duveteuses,Fluffigen,Pelosetti|Pelosette,Fofinhos|Fofinhas,毛茸茸
